policy,dataset,backbone,variant,split,selected_depth,test_metric,metric_name
split0_validation,amazon-ratings,GT,ENS,9,4,0.5471174120903015,acc
per_split_validation,amazon-ratings,GT-sep,ENS,0,3,0.5495672225952148,acc
per_split_validation,amazon-ratings,GT-sep,ENS,1,2,0.5547934174537659,acc
per_split_validation,amazon-ratings,GT-sep,ENS,2,5,0.5469540953636169,acc
per_split_validation,amazon-ratings,GT-sep,ENS,3,2,0.552180290222168,acc
per_split_validation,amazon-ratings,GT-sep,ENS,4,3,0.5476073622703552,acc
per_split_validation,amazon-ratings,GT-sep,ENS,5,5,0.5420545339584351,acc
per_split_validation,amazon-ratings,GT-sep,ENS,6,5,0.5552833676338196,acc
per_split_validation,amazon-ratings,GT-sep,ENS,7,5,0.5454842448234558,acc
per_split_validation,amazon-ratings,GT-sep,ENS,8,4,0.5435243844985962,acc
per_split_validation,amazon-ratings,GT-sep,ENS,9,2,0.552180290222168,acc
mean_validation,amazon-ratings,GT-sep,ENS,0,2,0.5541401505470276,acc
mean_validation,amazon-ratings,GT-sep,ENS,1,2,0.5547934174537659,acc
mean_validation,amazon-ratings,GT-sep,ENS,2,2,0.5549567341804504,acc
mean_validation,amazon-ratings,GT-sep,ENS,3,2,0.552180290222168,acc
mean_validation,amazon-ratings,GT-sep,ENS,4,2,0.5570798516273499,acc
mean_validation,amazon-ratings,GT-sep,ENS,5,2,0.5456475615501404,acc
mean_validation,amazon-ratings,GT-sep,ENS,6,2,0.5463008284568787,acc
mean_validation,amazon-ratings,GT-sep,ENS,7,2,0.5471174120903015,acc
mean_validation,amazon-ratings,GT-sep,ENS,8,2,0.5412379503250122,acc
mean_validation,amazon-ratings,GT-sep,ENS,9,2,0.552180290222168,acc
split0_validation,amazon-ratings,GT-sep,ENS,0,3,0.5495672225952148,acc
split0_validation,amazon-ratings,GT-sep,ENS,1,3,0.5515270233154297,acc
split0_validation,amazon-ratings,GT-sep,ENS,2,3,0.5570798516273499,acc
split0_validation,amazon-ratings,GT-sep,ENS,3,3,0.5466274619102478,acc
split0_validation,amazon-ratings,GT-sep,ENS,4,3,0.5476073622703552,acc
split0_validation,amazon-ratings,GT-sep,ENS,5,3,0.5471174120903015,acc
split0_validation,amazon-ratings,GT-sep,ENS,6,3,0.5484239459037781,acc
split0_validation,amazon-ratings,GT-sep,ENS,7,3,0.544667661190033,acc
split0_validation,amazon-ratings,GT-sep,ENS,8,3,0.5440143942832947,acc
split0_validation,amazon-ratings,GT-sep,ENS,9,3,0.5454842448234558,acc
per_split_validation,amazon-ratings,ResNet,ENS,0,5,0.5043279528617859,acc
per_split_validation,amazon-ratings,ResNet,ENS,1,4,0.4968152940273285,acc
per_split_validation,amazon-ratings,ResNet,ENS,2,1,0.49436551332473755,acc
per_split_validation,amazon-ratings,ResNet,ENS,3,2,0.5043279528617859,acc
per_split_validation,amazon-ratings,ResNet,ENS,4,1,0.4883227050304413,acc
per_split_validation,amazon-ratings,ResNet,ENS,5,1,0.48962926864624023,acc
per_split_validation,amazon-ratings,ResNet,ENS,6,2,0.49485546350479126,acc
per_split_validation,amazon-ratings,ResNet,ENS,7,4,0.4914257526397705,acc
per_split_validation,amazon-ratings,ResNet,ENS,8,4,0.48636287450790405,acc
per_split_validation,amazon-ratings,ResNet,ENS,9,4,0.5012248754501343,acc
mean_validation,amazon-ratings,ResNet,ENS,0,4,0.5007349252700806,acc
mean_validation,amazon-ratings,ResNet,ENS,1,4,0.4968152940273285,acc
mean_validation,amazon-ratings,ResNet,ENS,2,4,0.4963253140449524,acc
mean_validation,amazon-ratings,ResNet,ENS,3,4,0.4914257526397705,acc
mean_validation,amazon-ratings,ResNet,ENS,4,4,0.488812655210495,acc
mean_validation,amazon-ratings,ResNet,ENS,5,4,0.48472970724105835,acc
mean_validation,amazon-ratings,ResNet,ENS,6,4,0.4919157326221466,acc
mean_validation,amazon-ratings,ResNet,ENS,7,4,0.4914257526397705,acc
mean_validation,amazon-ratings,ResNet,ENS,8,4,0.48636287450790405,acc
mean_validation,amazon-ratings,ResNet,ENS,9,4,0.5012248754501343,acc
split0_validation,amazon-ratings,ResNet,ENS,0,5,0.5043279528617859,acc
split0_validation,amazon-ratings,ResNet,ENS,1,5,0.4937122166156769,acc
split0_validation,amazon-ratings,ResNet,ENS,2,5,0.4924056828022003,acc
split0_validation,amazon-ratings,ResNet,ENS,3,5,0.4937122166156769,acc
split0_validation,amazon-ratings,ResNet,ENS,4,5,0.4925689995288849,acc
split0_validation,amazon-ratings,ResNet,ENS,5,5,0.48848602175712585,acc
split0_validation,amazon-ratings,ResNet,ENS,6,5,0.49436551332473755,acc
split0_validation,amazon-ratings,ResNet,ENS,7,5,0.4961619973182678,acc
split0_validation,amazon-ratings,ResNet,ENS,8,5,0.4902825355529785,acc
split0_validation,amazon-ratings,ResNet,ENS,9,5,0.49387553334236145,acc
per_split_validation,amazon-ratings,TAG,ENS,0,2,0.5337253212928772,acc
per_split_validation,amazon-ratings,TAG,ENS,1,2,0.5363383889198303,acc
per_split_validation,amazon-ratings,TAG,ENS,2,5,0.5307855606079102,acc
per_split_validation,amazon-ratings,TAG,ENS,3,2,0.5371549725532532,acc
per_split_validation,amazon-ratings,TAG,ENS,4,2,0.5410746335983276,acc
per_split_validation,amazon-ratings,TAG,ENS,5,2,0.5440143942832947,acc
per_split_validation,amazon-ratings,TAG,ENS,6,2,0.5430344343185425,acc
per_split_validation,amazon-ratings,TAG,ENS,7,2,0.532745361328125,acc
per_split_validation,amazon-ratings,TAG,ENS,8,3,0.537971556186676,acc
per_split_validation,amazon-ratings,TAG,ENS,9,2,0.5353584885597229,acc
mean_validation,amazon-ratings,TAG,ENS,0,2,0.5337253212928772,acc
mean_validation,amazon-ratings,TAG,ENS,1,2,0.5363383889198303,acc
mean_validation,amazon-ratings,TAG,ENS,2,2,0.5374816060066223,acc
mean_validation,amazon-ratings,TAG,ENS,3,2,0.5371549725532532,acc
mean_validation,amazon-ratings,TAG,ENS,4,2,0.5410746335983276,acc
mean_validation,amazon-ratings,TAG,ENS,5,2,0.5440143942832947,acc
mean_validation,amazon-ratings,TAG,ENS,6,2,0.5430344343185425,acc
mean_validation,amazon-ratings,TAG,ENS,7,2,0.532745361328125,acc
mean_validation,amazon-ratings,TAG,ENS,8,2,0.5355218052864075,acc
mean_validation,amazon-ratings,TAG,ENS,9,2,0.5353584885597229,acc
split0_validation,amazon-ratings,TAG,ENS,0,2,0.5337253212928772,acc
split0_validation,amazon-ratings,TAG,ENS,1,2,0.5363383889198303,acc
split0_validation,amazon-ratings,TAG,ENS,2,2,0.5374816060066223,acc
split0_validation,amazon-ratings,TAG,ENS,3,2,0.5371549725532532,acc
split0_validation,amazon-ratings,TAG,ENS,4,2,0.5410746335983276,acc
split0_validation,amazon-ratings,TAG,ENS,5,2,0.5440143942832947,acc
split0_validation,amazon-ratings,TAG,ENS,6,2,0.5430344343185425,acc
split0_validation,amazon-ratings,TAG,ENS,7,2,0.532745361328125,acc
split0_validation,amazon-ratings,TAG,ENS,8,2,0.5355218052864075,acc
split0_validation,amazon-ratings,TAG,ENS,9,2,0.5353584885597229,acc
per_split_validation,amazon-ratings,GCN,GNNM,0,3,0.49109911918640137,acc
per_split_validation,amazon-ratings,GCN,GNNM,1,2,0.4946921467781067,acc
per_split_validation,amazon-ratings,GCN,GNNM,2,3,0.4982851445674896,acc
per_split_validation,amazon-ratings,GCN,GNNM,3,2,0.5013881921768188,acc
per_split_validation,amazon-ratings,GCN,GNNM,4,2,0.5033480525016785,acc
per_split_validation,amazon-ratings,GCN,GNNM,5,2,0.51216721534729,acc
per_split_validation,amazon-ratings,GCN,GNNM,6,2,0.5000816583633423,acc
per_split_validation,amazon-ratings,GCN,GNNM,7,2,0.499428391456604,acc
per_split_validation,amazon-ratings,GCN,GNNM,8,1,0.49338558316230774,acc
per_split_validation,amazon-ratings,GCN,GNNM,9,2,0.5038380026817322,acc
mean_validation,amazon-ratings,GCN,GNNM,0,2,0.500571608543396,acc
mean_validation,amazon-ratings,GCN,GNNM,1,2,0.4946921467781067,acc
mean_validation,amazon-ratings,GCN,GNNM,2,2,0.49599868059158325,acc
mean_validation,amazon-ratings,GCN,GNNM,3,2,0.5013881921768188,acc
mean_validation,amazon-ratings,GCN,GNNM,4,2,0.5033480525016785,acc
mean_validation,amazon-ratings,GCN,GNNM,5,2,0.51216721534729,acc
mean_validation,amazon-ratings,GCN,GNNM,6,2,0.5000816583633423,acc
mean_validation,amazon-ratings,GCN,GNNM,7,2,0.499428391456604,acc
mean_validation,amazon-ratings,GCN,GNNM,8,2,0.494202196598053,acc
mean_validation,amazon-ratings,GCN,GNNM,9,2,0.5038380026817322,acc
split0_validation,amazon-ratings,GCN,GNNM,0,3,0.49109911918640137,acc
split0_validation,amazon-ratings,GCN,GNNM,1,3,0.5022047758102417,acc
split0_validation,amazon-ratings,GCN,GNNM,2,3,0.4982851445674896,acc
split0_validation,amazon-ratings,GCN,GNNM,3,3,0.4891393184661865,acc
split0_validation,amazon-ratings,GCN,GNNM,4,3,0.4968152940273285,acc
split0_validation,amazon-ratings,GCN,GNNM,5,3,0.5040013194084167,acc
split0_validation,amazon-ratings,GCN,GNNM,6,3,0.499428391456604,acc
split0_validation,amazon-ratings,GCN,GNNM,7,3,0.4860362410545349,acc
split0_validation,amazon-ratings,GCN,GNNM,8,3,0.4968152940273285,acc
split0_validation,amazon-ratings,GCN,GNNM,9,3,0.4827698767185211,acc
per_split_validation,amazon-ratings,SAGE,GNNM,0,2,0.5590396523475647,acc
per_split_validation,amazon-ratings,SAGE,GNNM,1,2,0.5512003898620605,acc
per_split_validation,amazon-ratings,SAGE,GNNM,2,4,0.5546301007270813,acc
per_split_validation,amazon-ratings,SAGE,GNNM,3,3,0.5503838062286377,acc
per_split_validation,amazon-ratings,SAGE,GNNM,4,2,0.5515270233154297,acc
per_split_validation,amazon-ratings,SAGE,GNNM,5,3,0.5611628293991089,acc
per_split_validation,amazon-ratings,SAGE,GNNM,6,3,0.5606728792190552,acc
per_split_validation,amazon-ratings,SAGE,GNNM,7,3,0.5490772724151611,acc
per_split_validation,amazon-ratings,SAGE,GNNM,8,4,0.5484239459037781,acc
per_split_validation,amazon-ratings,SAGE,GNNM,9,4,0.5547934174537659,acc
mean_validation,amazon-ratings,SAGE,GNNM,0,3,0.5547934174537659,acc
mean_validation,amazon-ratings,SAGE,GNNM,1,3,0.5471174120903015,acc
mean_validation,amazon-ratings,SAGE,GNNM,2,3,0.5500571727752686,acc
mean_validation,amazon-ratings,SAGE,GNNM,3,3,0.5503838062286377,acc
mean_validation,amazon-ratings,SAGE,GNNM,4,3,0.5570798516273499,acc
mean_validation,amazon-ratings,SAGE,GNNM,5,3,0.5611628293991089,acc
mean_validation,amazon-ratings,SAGE,GNNM,6,3,0.5606728792190552,acc
mean_validation,amazon-ratings,SAGE,GNNM,7,3,0.5490772724151611,acc
mean_validation,amazon-ratings,SAGE,GNNM,8,3,0.5487505793571472,acc
mean_validation,amazon-ratings,SAGE,GNNM,9,3,0.5578964352607727,acc
split0_validation,amazon-ratings,SAGE,GNNM,0,2,0.5590396523475647,acc
split0_validation,amazon-ratings,SAGE,GNNM,1,2,0.5512003898620605,acc
split0_validation,amazon-ratings,SAGE,GNNM,2,2,0.5536501407623291,acc
split0_validation,amazon-ratings,SAGE,GNNM,3,2,0.5547934174537659,acc
split0_validation,amazon-ratings,SAGE,GNNM,4,2,0.5515270233154297,acc
split0_validation,amazon-ratings,SAGE,GNNM,5,2,0.557406485080719,acc
split0_validation,amazon-ratings,SAGE,GNNM,6,2,0.5518536567687988,acc
split0_validation,amazon-ratings,SAGE,GNNM,7,2,0.5502204895019531,acc
split0_validation,amazon-ratings,SAGE,GNNM,8,2,0.5448309779167175,acc
split0_validation,amazon-ratings,SAGE,GNNM,9,2,0.552180290222168,acc
per_split_validation,amazon-ratings,GAT,GNNM,0,1,0.5350318551063538,acc
per_split_validation,amazon-ratings,GAT,GNNM,1,1,0.5239261984825134,acc
per_split_validation,amazon-ratings,GAT,GNNM,2,1,0.5353584885597229,acc
per_split_validation,amazon-ratings,GAT,GNNM,3,1,0.5280091166496277,acc
per_split_validation,amazon-ratings,GAT,GNNM,4,1,0.5283357501029968,acc
per_split_validation,amazon-ratings,GAT,GNNM,5,1,0.5330719947814941,acc
per_split_validation,amazon-ratings,GAT,GNNM,6,1,0.5262126326560974,acc
per_split_validation,amazon-ratings,GAT,GNNM,7,1,0.521149754524231,acc
per_split_validation,amazon-ratings,GAT,GNNM,8,1,0.5273558497428894,acc
per_split_validation,amazon-ratings,GAT,GNNM,9,1,0.5307855606079102,acc
mean_validation,amazon-ratings,GAT,GNNM,0,1,0.5350318551063538,acc
mean_validation,amazon-ratings,GAT,GNNM,1,1,0.5239261984825134,acc
mean_validation,amazon-ratings,GAT,GNNM,2,1,0.5353584885597229,acc
mean_validation,amazon-ratings,GAT,GNNM,3,1,0.5280091166496277,acc
mean_validation,amazon-ratings,GAT,GNNM,4,1,0.5283357501029968,acc
mean_validation,amazon-ratings,GAT,GNNM,5,1,0.5330719947814941,acc
mean_validation,amazon-ratings,GAT,GNNM,6,1,0.5262126326560974,acc
mean_validation,amazon-ratings,GAT,GNNM,7,1,0.521149754524231,acc
mean_validation,amazon-ratings,GAT,GNNM,8,1,0.5273558497428894,acc
mean_validation,amazon-ratings,GAT,GNNM,9,1,0.5307855606079102,acc
split0_validation,amazon-ratings,GAT,GNNM,0,1,0.5350318551063538,acc
split0_validation,amazon-ratings,GAT,GNNM,1,1,0.5239261984825134,acc
split0_validation,amazon-ratings,GAT,GNNM,2,1,0.5353584885597229,acc
split0_validation,amazon-ratings,GAT,GNNM,3,1,0.5280091166496277,acc
split0_validation,amazon-ratings,GAT,GNNM,4,1,0.5283357501029968,acc
split0_validation,amazon-ratings,GAT,GNNM,5,1,0.5330719947814941,acc
split0_validation,amazon-ratings,GAT,GNNM,6,1,0.5262126326560974,acc
split0_validation,amazon-ratings,GAT,GNNM,7,1,0.521149754524231,acc
split0_validation,amazon-ratings,GAT,GNNM,8,1,0.5273558497428894,acc
split0_validation,amazon-ratings,GAT,GNNM,9,1,0.5307855606079102,acc
per_split_validation,amazon-ratings,GAT-sep,GNNM,0,3,0.5582230687141418,acc
per_split_validation,amazon-ratings,GAT-sep,GNNM,1,2,0.5556100010871887,acc
per_split_validation,amazon-ratings,GAT-sep,GNNM,2,2,0.5587130188941956,acc
per_split_validation,amazon-ratings,GAT-sep,GNNM,3,2,0.5583863854408264,acc
per_split_validation,amazon-ratings,GAT-sep,GNNM,4,4,0.5575698018074036,acc
per_split_validation,amazon-ratings,GAT-sep,GNNM,5,4,0.5596929788589478,acc
per_split_validation,amazon-ratings,GAT-sep,GNNM,6,5,0.5658990740776062,acc
per_split_validation,amazon-ratings,GAT-sep,GNNM,7,3,0.5606728792190552,acc
per_split_validation,amazon-ratings,GAT-sep,GNNM,8,2,0.5531601905822754,acc
per_split_validation,amazon-ratings,GAT-sep,GNNM,9,4,0.5485872626304626,acc
mean_validation,amazon-ratings,GAT-sep,GNNM,0,2,0.5590396523475647,acc
mean_validation,amazon-ratings,GAT-sep,GNNM,1,2,0.5556100010871887,acc
mean_validation,amazon-ratings,GAT-sep,GNNM,2,2,0.5587130188941956,acc
mean_validation,amazon-ratings,GAT-sep,GNNM,3,2,0.5583863854408264,acc
mean_validation,amazon-ratings,GAT-sep,GNNM,4,2,0.5593663454055786,acc
mean_validation,amazon-ratings,GAT-sep,GNNM,5,2,0.5596929788589478,acc
mean_validation,amazon-ratings,GAT-sep,GNNM,6,2,0.5634492635726929,acc
mean_validation,amazon-ratings,GAT-sep,GNNM,7,2,0.5598562955856323,acc
mean_validation,amazon-ratings,GAT-sep,GNNM,8,2,0.5531601905822754,acc
mean_validation,amazon-ratings,GAT-sep,GNNM,9,2,0.552180290222168,acc
split0_validation,amazon-ratings,GAT-sep,GNNM,0,3,0.5582230687141418,acc
split0_validation,amazon-ratings,GAT-sep,GNNM,1,3,0.5593663454055786,acc
split0_validation,amazon-ratings,GAT-sep,GNNM,2,3,0.552180290222168,acc
split0_validation,amazon-ratings,GAT-sep,GNNM,3,3,0.5495672225952148,acc
split0_validation,amazon-ratings,GAT-sep,GNNM,4,3,0.5580597519874573,acc
split0_validation,amazon-ratings,GAT-sep,GNNM,5,3,0.5546301007270813,acc
split0_validation,amazon-ratings,GAT-sep,GNNM,6,3,0.5688387751579285,acc
split0_validation,amazon-ratings,GAT-sep,GNNM,7,3,0.5606728792190552,acc
split0_validation,amazon-ratings,GAT-sep,GNNM,8,3,0.5454842448234558,acc
split0_validation,amazon-ratings,GAT-sep,GNNM,9,3,0.5552833676338196,acc
per_split_validation,amazon-ratings,GT,GNNM,0,4,0.5546301007270813,acc
per_split_validation,amazon-ratings,GT,GNNM,1,2,0.5611628293991089,acc
per_split_validation,amazon-ratings,GT,GNNM,2,3,0.5544667840003967,acc
per_split_validation,amazon-ratings,GT,GNNM,3,2,0.5484239459037781,acc
per_split_validation,amazon-ratings,GT,GNNM,4,3,0.5621427297592163,acc
per_split_validation,amazon-ratings,GT,GNNM,5,5,0.5583863854408264,acc
per_split_validation,amazon-ratings,GT,GNNM,6,2,0.5582230687141418,acc
per_split_validation,amazon-ratings,GT,GNNM,7,2,0.5512003898620605,acc
per_split_validation,amazon-ratings,GT,GNNM,8,3,0.5518536567687988,acc
per_split_validation,amazon-ratings,GT,GNNM,9,4,0.5523436069488525,acc
mean_validation,amazon-ratings,GT,GNNM,0,2,0.559203028678894,acc
mean_validation,amazon-ratings,GT,GNNM,1,2,0.5611628293991089,acc
mean_validation,amazon-ratings,GT,GNNM,2,2,0.559203028678894,acc
mean_validation,amazon-ratings,GT,GNNM,3,2,0.5484239459037781,acc
mean_validation,amazon-ratings,GT,GNNM,4,2,0.5529968738555908,acc
mean_validation,amazon-ratings,GT,GNNM,5,2,0.5593663454055786,acc
mean_validation,amazon-ratings,GT,GNNM,6,2,0.5582230687141418,acc
mean_validation,amazon-ratings,GT,GNNM,7,2,0.5512003898620605,acc
mean_validation,amazon-ratings,GT,GNNM,8,2,0.5489138960838318,acc
mean_validation,amazon-ratings,GT,GNNM,9,2,0.5505471229553223,acc
split0_validation,amazon-ratings,GT,GNNM,0,4,0.5546301007270813,acc
split0_validation,amazon-ratings,GT,GNNM,1,4,0.5529968738555908,acc
split0_validation,amazon-ratings,GT,GNNM,2,4,0.5438510775566101,acc
split0_validation,amazon-ratings,GT,GNNM,3,4,0.5520169734954834,acc
split0_validation,amazon-ratings,GT,GNNM,4,4,0.5492405891418457,acc
split0_validation,amazon-ratings,GT,GNNM,5,4,0.5503838062286377,acc
split0_validation,amazon-ratings,GT,GNNM,6,4,0.5518536567687988,acc
split0_validation,amazon-ratings,GT,GNNM,7,4,0.5449942946434021,acc
split0_validation,amazon-ratings,GT,GNNM,8,4,0.5531601905822754,acc
split0_validation,amazon-ratings,GT,GNNM,9,4,0.5523436069488525,acc
per_split_validation,amazon-ratings,GT-sep,GNNM,0,3,0.557406485080719,acc
per_split_validation,amazon-ratings,GT-sep,GNNM,1,2,0.5536501407623291,acc
per_split_validation,amazon-ratings,GT-sep,GNNM,2,4,0.5534868240356445,acc
per_split_validation,amazon-ratings,GT-sep,GNNM,3,5,0.5428711175918579,acc
per_split_validation,amazon-ratings,GT-sep,GNNM,4,3,0.5531601905822754,acc
per_split_validation,amazon-ratings,GT-sep,GNNM,5,3,0.5554466843605042,acc
per_split_validation,amazon-ratings,GT-sep,GNNM,6,2,0.5590396523475647,acc
per_split_validation,amazon-ratings,GT-sep,GNNM,7,2,0.5512003898620605,acc
per_split_validation,amazon-ratings,GT-sep,GNNM,8,3,0.5480973124504089,acc
per_split_validation,amazon-ratings,GT-sep,GNNM,9,3,0.5575698018074036,acc
mean_validation,amazon-ratings,GT-sep,GNNM,0,3,0.557406485080719,acc
mean_validation,amazon-ratings,GT-sep,GNNM,1,3,0.5520169734954834,acc
mean_validation,amazon-ratings,GT-sep,GNNM,2,3,0.5449942946434021,acc
mean_validation,amazon-ratings,GT-sep,GNNM,3,3,0.5484239459037781,acc
mean_validation,amazon-ratings,GT-sep,GNNM,4,3,0.5531601905822754,acc
mean_validation,amazon-ratings,GT-sep,GNNM,5,3,0.5554466843605042,acc
mean_validation,amazon-ratings,GT-sep,GNNM,6,3,0.5634492635726929,acc
mean_validation,amazon-ratings,GT-sep,GNNM,7,3,0.5497305393218994,acc
mean_validation,amazon-ratings,GT-sep,GNNM,8,3,0.5480973124504089,acc
mean_validation,amazon-ratings,GT-sep,GNNM,9,3,0.5575698018074036,acc
split0_validation,amazon-ratings,GT-sep,GNNM,0,3,0.557406485080719,acc
split0_validation,amazon-ratings,GT-sep,GNNM,1,3,0.5520169734954834,acc
split0_validation,amazon-ratings,GT-sep,GNNM,2,3,0.5449942946434021,acc
split0_validation,amazon-ratings,GT-sep,GNNM,3,3,0.5484239459037781,acc
split0_validation,amazon-ratings,GT-sep,GNNM,4,3,0.5531601905822754,acc
split0_validation,amazon-ratings,GT-sep,GNNM,5,3,0.5554466843605042,acc
split0_validation,amazon-ratings,GT-sep,GNNM,6,3,0.5634492635726929,acc
split0_validation,amazon-ratings,GT-sep,GNNM,7,3,0.5497305393218994,acc
split0_validation,amazon-ratings,GT-sep,GNNM,8,3,0.5480973124504089,acc
split0_validation,amazon-ratings,GT-sep,GNNM,9,3,0.5575698018074036,acc
per_split_validation,amazon-ratings,ResNet,GNNM,0,4,0.4999183416366577,acc
per_split_validation,amazon-ratings,ResNet,GNNM,1,5,0.4937122166156769,acc
per_split_validation,amazon-ratings,ResNet,GNNM,2,5,0.4935488998889923,acc
per_split_validation,amazon-ratings,ResNet,GNNM,3,3,0.49126243591308594,acc
